code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSN065,[{'short_name': 'Haiti'}],"{'slug': 'storm', 'name': 'Storm'}",Post Matthew monitoring of recovery activities in the South Region of Haiti,POINT (-74.07206 18.33948),2020-03-06T01:00:00,,recovery,True,7,23,,"EMSN-065 was activated to support and assist monitoring recovery after the passage of the Category 5 Hurricane Matthew on the 4th of October 2016, over seven selected areas, by analysing environmental aspects such as agriculture activities and forest over protected areas. The geographical focus of this work is the Western area of the Grand’Anse, Haiti, a very badly affected sector. The aim was to build a comprehensive database to support recovery aid organizations in recovery monitoring of the c Agricultural status change post-event Agricultural status change post-event Agricultural status change post-event Agricultural status change post-event Agricultural status change post-event Agricultural status post-event (2019) Agricultural status post-event (2019) Agricultural status post-event (2019) Agricultural status post-event (2019) Agricultural status post-event (2019)"
EMSN073,[{'short_name': 'France'}],"{'slug': 'storm', 'name': 'Storm'}",Post Gloria storm impact assessment in eastern Pyrenees,POINT (2.56563 42.51205),2020-02-28T01:00:00,,recovery,True,1,46,,"Between 22 and 23 January 2020, the Mediterranean storm ""Gloria"" hit Southern France. Possible effects and damages were flooding, damage to forest, soil instability, resulting in an increasing risk of landslides and soil erosion. The scope of the service request was to evaluate forest damage and its extent and to analyse the increase of soil erosion and landslide risk; to this end, three products were designed and generated.

Thesoil erosion riskassessment was conducted based on a soil erodibili Land Use and Land Cover Damage assessment on wooden areas Damage assessment on wooden areas (Detail, Tile 14) Damage assessment on wooden areas (Detail, Tile 13) Damage assessment on wooden areas (Detail, Tile 12) Damage assessment on wooden areas (Detail, Tile 11) Damage assessment on wooden areas (Detail, Tile 10) Damage assessment on wooden areas (Detail, Tile 09) Damage assessment on wooden areas (Detail, Tile 08) Damage assessment on wooden areas (Detail, Tile 07)"
EMSR431,[{'short_name': 'Iran'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Western Iran- Iran,POINT (48.529999999999994 33.81999999999999),2020-02-25T18:58:00,2020-02-28T12:35:00,response,True,8,8,Flooding (25 years return period) due to heavy rainfall hit western and southwestern provinces of Iran from 24-02-2020 and will continue to 26-02-2020 with accumulated precipitation over 150mm. According to the report from local authorities the flash flood is affecting mainly Lorestan provinces w...,
EMSR430,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest fire in Santa Ursula (Tenerife)- Spain,POINT (-16.49 28.25),2020-02-24T21:50:00,2020-02-26T17:26:00,response,True,1,2,"On 23/02/2020, on the island of Tenerife (Canary Islands), a series of adverse weather conditions with winds exceeding 100km/h, intense mist and high temperatures that caused various fires in the north of the island. Especially intense were the fires caused in the municipality of Santa Ursula, af...",
EMSR429,[{'short_name': 'Ireland'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Clare- Ireland,POINT (-8.35 52.43),2020-02-24T18:56:00,2020-03-04T22:26:00,response,True,9,14,The Clare county was one of the worst affected areas during the flooding periods in 2015 and 2009. Since 20 February Ireland has been experiencing a series of Atlantic storms. Water levels along the River Shannon and River Fergus have risen after another night of heavy rain on 24 February. Nation...,
EMSR428,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Canary Islands- Spain,POINT (-15.75267 27.92179),2020-02-24T11:06:00,2020-02-27T17:16:00,response,True,1,2,"On 22 February 2020, a fire started on the Island of Gran Canaria, municipality of La Aldea, which is located in the southwest part of the island of Gran Canaria. Because of this fire, two hundred people have been evacuated their homes. Weather conditions with wind speed greater than 90-100 km /...",
EMSR427,[{'short_name': 'Sweden'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Vastra Gotaland- Sweden,POINT (12.33217 58.12768),2020-02-18T14:34:00,2020-03-07T11:40:00,response,True,12,30,The recent storms Ciara and Dennis have affected western Sweden with rising water levels and floods. More rainfall is expected during the coming week. Warnings from the Swedish Meteorological and Hydrological agency are currently at level 1-2 but they are expected to be increased to level 3 for s...,
EMSN068,[{'short_name': 'Germany'}],"{'slug': 'flood', 'name': 'Flood'}","Germany, Brandenburg flood mapping",POINT (13.07979 52.73764),2020-02-17T17:01:00,,recovery,True,4,10,,"The CEMS Risk and Recovery Standard has been activated on behalf of the Ministry of Environment of the state of Brandenburg with the objective of assessing a flood event casued by heavy rainfall that hit the area of Rhin-Havelluch, District Oberhavel in Brandenburg (Germany) in June 2017. The peak of the precipitations occurred between the 29th and 30th June 2017. However, rainy days occurred during the next weeks, leading to the permanence of flooded areas until August 2017.

The products gener P06 - Temporal analyses of occurred flood events. Maximum flood retention P06 - Temporal analyses of occurred flood events. Maximum flood retention P06 - Temporal analyses of occurred flood events. Maximum flood extent and maximum flood depth P06 - Temporal analyses of occurred flood events. Maximum flood extent and maximum flood depth P04 - Flood Delineation (10.07.2017-15.08.2017) P04 - Flood Delineation (10.07.2017-15.08.2017) P04 - Flood Delineation (30.06.2017-04.07.2017) P04 - Flood Delineation (30.06.2017-04.07.2017) P08.2 Detailed damage assessment analyses over affected areas P08.2 Detailed damage assessment analyses over affected areas"
EMSN070,[{'short_name': 'Slovenia'}],"{'slug': 'storm', 'name': 'Storm'}","Windstorm in Kranj, Slovenia",POINT (14.43472 46.22725),2020-02-17T14:47:00,,recovery,True,1,3,"This activation follows a windstorm occurred in the Gorenjska Region, Slovenia, which caused severe damages to the woods in the area surrounding the airport of Ljubljana. The event hit the area twice: on the 5th and 6th of February 2020, and few days later, on the 10th and 11th of February 2020....","This activation follows a windstorm occurred in the Gorenjska Region, Slovenia, which caused severe damages to the woods in the area surrounding the airport of Ljubljana. The event hit the area twice: on the 5th and 6th of February 2020, and few days later, on the 10th and 11th of February 2020. The Authorized User requested the damage assessment of woods within the area of interest.

Proposed solution and results

[Image: EMSN070_STD_PostEventDSMZoom1_19032020.png]

Figure 1 - Detail of the pos P08.1 - Detailed damage assessment analyses over affected areas P01.1 - DSM (based on optical VHR data) P15 - Detailed impact assessment analyses on selected aspect"
EMSN063,[{'short_name': 'Nigeria'}],"{'slug': 'humanitarian', 'name': 'Humanitarian Crisis'}","Crop change detection in conflict areas, Nigeria",POINT (12.36791 13.49555),2020-02-14T01:00:00,,recovery,True,5,5,"EMSN063 was activated to support the World Food Program in order to provide information about cropland change and population affected by cropland loss in the north-eastern Nigerian Borno region over 5 AOIs, helping to understand the food security situation. The area under focus is has not been ac...","EMSN063 was activated to support the World Food Program in order to provide information about cropland change and population affected by cropland loss in the north-eastern Nigerian Borno region over 5 AOIs, helping to understand the food security situation. The area under focus is has not been accessed for several years and little to no data could be collected due to intense fighting activities by Boko Haram since 2010.

The aim of the activation is a crop change analysis implemented between the Crop Change Crop Change Crop Change Crop Change Crop Change"
EMSN064,[{'short_name': 'Ukraine'}],"{'slug': 'other', 'name': 'Other'}",Detection and mapping of ground deformations of anthropogenic sinkholes,POINT (23.87015 47.95273),2020-02-14T01:00:00,,recovery,True,1,4,,"The scope is the assessment of the sinkhole risk in the mining area of Solotvyno, Zakarpattya region, Ukraine, in continuation of the previous serviceEMSN-030. A systematic salt mining began in the second half of the 18th century with up to eight salt mines in operation. Although the flooding with ground water and the erosion of subsoil salt layers began in the early 2000s, the extraction of salt had not been completely stopped until 2010, when in December 3000m³ of land collapsed.

The aim is t Surface Dynamics Map Subsidence and Landslide Risk Map Reference map Land use/ land cover map"
EMSR426,[{'short_name': 'France'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Corsica- France,POINT (9.38 42.59),2020-02-11T15:41:00,2020-02-14T19:08:00,response,True,2,8,"Started several days ago, a forest fire is still on going in the Southern part of Corsica (Quenza surroundings). The burnt area is already over 2000 ha and the fire is not under control. New fires are starting in the Northern part (especially at Olmeta di Tuda). Complicating the firemen actions,...",
EMSN069,[{'short_name': 'Germany'}],"{'slug': 'other', 'name': 'Other'}","Germany, Herne city flood preparedness",POINT (7.13998 51.55092),2020-02-11T01:00:00,,preparedness,True,1,1,,"This is an exceptional activation of the Risk and Recovery Mapping Service as the analysis does not represent the actual risk assessment, but has been defined by the needs of an exercise planned on 1 April 2020 by the fire-brigade and civil protection command team of the German city of Herne.

The simulated scenario consists of a flooding event occurred in Herne due to high water levels of the Emscher river, caused by heavy rainfall over the German cities of Dortmund and Castrop-Rauxel. The sout P05 - Modelled flood extent for major events"
EMSN067,[{'short_name': 'Iran'}],"{'slug': 'flood', 'name': 'Flood'}","Flood delineation and water depth, Iran",POINT (57.03267 26.83017),2020-02-10T01:00:00,,recovery,True,2,2,,"Heavy rains from the 9thto the 11thof January 2020 led to flash floods in south-east Iran (figure 1), where heavy damages on infrastructures, buildings and croplands have been reported. The CEMS Risk and Recovery Mapping service has been activated on the 31stof January. The aim of this activation is to detect flooded areas around two cities, i.e. Minab and Seerik, in order to help assessing the impact of the disaster and managing the aftermath in terms of planning and budget, as well as to use t P04 - Flood Delineation P04 - Flood Delineation"
EMSR425,[{'short_name': 'Spain'}],"{'slug': 'other', 'name': 'Other'}","Collapse of a dumping site - Basque Country, Spain",POINT (-2.4986 43.1731),2020-02-08T21:47:00,2020-02-14T17:02:00,response,True,1,1,"On Thursday 06/02/2020 a dumping site has collapsed near Ermua in the Basque Country of Spain. Two workers have disappeared. Due to the huge amount of residues in the landfill, the instability of the residues and the type of residues contained, the searching work is very complex. From a safety po...",
EMSR424,[{'short_name': 'Madagascar'}],"{'slug': 'flood', 'name': 'Flood'}",Flood and Landslide in Madagascar,POINT (47.40775 -16.62815),2020-01-30T12:35:00,2020-02-12T20:35:00,response,True,5,10,"Heavy rainfall and flooding caused by a tropical disturbance have affected nearly 107,000 people, including more than 16,000 displaced, and caused at least 31 deaths in Madagascar. At least seven regions in the north of the country have been affected, with Boeny, Sofia, and Alaotra Mangoro hardes...",
EMSR423,[{'short_name': 'Türkiye'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Turkey- East Anatolia,POINT (38.91875999999999 38.211569999999995),2020-01-24T20:25:00,2020-01-28T00:05:00,response,True,14,14,"A 6.8 magnitude earthquake occurred in Elazig - Sivrice (Province - District) according to AFAD (Disaster and Emergency Management Authority, TURKEY). The earthquake had a depth of 6,75km and was strongly felt in 5 provinces (12 districts). Preliminary reports and information coming from the area...",
EMSR422,[{'short_name': 'Spain'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Girona and Mediterranean coast- Spain,POINT (2.80718 41.97644),2020-01-23T15:52:00,2020-02-03T18:27:00,response,True,10,11,"Due to Storm Gloria, Catalonia is suffering extended damages from flooding and strong winds, affecting people and infrastructure. Copernicus EMS Rapid Mapping is requested to map the extent of floods on the 23rd and 24th of January 2020. Grading of damage is also requested.",
EMSR421,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Occitanie- France,POINT (2.22912 42.83207),2020-01-22T20:27:00,2020-01-24T06:50:00,response,True,6,5,Heavy rainfall is occurring over the Pyr√©n√©es-Orientales and the Ari√®ge departments. This precipitation is leading to flooding within the Agly and Hers-Vif river basins. Orange/red warnings are issued by national central forecasting centre.,
EMSR419,[{'short_name': 'Iran'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in South East Iran,POINT (59.56349000000001 26.05236999999999),2020-01-13T17:15:00,2020-01-16T21:48:00,response,True,6,9,"Days of heavy rain from 09 January 2020 caused severe flooding in southern Iran in Sistan and Baluchestan, Hormozgan and Kerman provinces. _x000D_
Flooding has affected wide areas of Sistan and Baluchestan, including the capital Zahedan, as well as Konarak, Saravan, Nik Shahr, Delgan, Bazman, Cha...",
EMSR418,[{'short_name': 'Philippines'}],"{'slug': 'volcan', 'name': 'Volcanic Activity'}",Taal Volcano eruption in Philippines,POINT (120.99862 14.00892),2020-01-13T14:11:00,2020-01-28T20:20:00,response,True,2,4,"On 12 January, Taal volcano, located in the Batangas Province (central-western Luzon), started erupting an ash plume 10-15 km high, followed by a magmatic eruption including weak lava flow. Widespread ash fall was recorded in several locations, including the cities of Manila and Quezon. According...",
